"Your celebrity lookalike?","Знаменитість, на яку ви схожі?","Historical figure you resemble?","Історична постать, на яку ви схожі?"
"Perfect number of social media friends?","Ідеальна кількість друзів у соцмережах?","Maximum acceptable spam emails?","Максимальна прийнятна кількість спам-листів?"
"Best flavor for lip balm?","Найкращий смак для бальзаму для губ?","Worst ice cream flavor?","Найгірший смак морозива?"
"Your ideal crime to commit?","Ваше ідеальне злочинство?","Perfect alibi for being late?","Ідеальне алібі для запізнення?"
"Best thing to whisper in an elevator?","Найкраще, що можна прошепотіти в ліфті?","Worst thing to say on a date?","Найгірше, що можна сказати на побаченні?"
"Your zombie survival score (1-10)?","Ваш рівень готовності до зомбі-апокаліпсису (1-10)?","Your cooking skills rating (1-10)?","Ваш рівень кулінарних навичок (1-10)?"
"Best fictional character to marry?","Найкращий вигаданий персонаж для одруження?","Worst fictional roommate?","Найгірший вигаданий сусід по кімнаті?"
"Perfect number of daily coffees?","Ідеальна кількість кави на день?","Maximum acceptable daily selfies?","Максимальна прийнятна кількість селфі на день?"
"Your secret talent?","Ваш талант, про який ніхто не знає?","Most useless skill?","Наймарніша навичка?"
"Best thing to shout in traffic?","Найкраще, що можна викрикнути в пробці?","Worst thing to whisper in a library?","Найгірше, що можна прошепотіти в бібліотеці?"
"Your ideal spy gadget?","Ваш ідеальний шпигунський гаджет?","Worst kitchen utensil?","Найгірший кухонний прилад?"
"Best way to describe your ex?","Найкращий спосіб описати вашу колишню?","Worst way to describe your mom?","Найгірший спосіб описати вашу маму?"
"Perfect number of daily hugs?","Ідеальна кількість обіймів на день?","Maximum acceptable handshakes?","Максимальна прийнятна кількість рукостискань?"
"Your ghost name?","Ваше ім’я привида?","Alien species nickname?","Прізвисько інопланетного виду?"
"Best thing about being your age?","Найкраще у вашому віці?","Worst part of adulthood?","Найгірше в дорослому житті?"
"How many pairs of shoes do you own?","Скільки пар взуття маєш?","How many apps are on your phone?","Скільки додатків на твоєму телефоні?"
"How many countries have you visited?","Скільки країн ти відвідав(ла)?","How many cities did you visit last year?","Скільки міст ти відвідав(ла) минулого року?"
"How many coffees/teas do you drink per day?","Скільки кави/чаю п'єш на день?","How many glasses of water per day?","Скільки склянок води п'єш на день?"
"How many alarms do you set to wake up?","Скільки будильників ти ставиш, щоб прокинутися?","How many times do you usually hit snooze?","Скільки разів ти зазвичай натискаєш 'відкласти'?"
"How many siblings do you have?","Скільки у тебе братів/сестер?","How many close friends do you have?","Скільки у тебе близьких друзів?"
"How many books did you read last year?","Скільки книг ти прочитав(ла) минулого року?","How many movies did you watch last month?","Скільки фільмів ти подивився(лась) минулого місяця?"
"How many plants are currently alive at home?","Скільки живих рослин у тебе вдома зараз?","How many failed plant attempts have you had?","Скільки невдалих спроб виростити рослини у тебе було?"
"How many streaming subscriptions do you have?","Скільки стрімінгових підписок ти маєш?","How many social media accounts do you have?","Скільки акаунтів у соцмережах ти маєш?"
"How many unread emails in your main inbox?","Скільки непрочитаних листів у твоїй основній скриньці?","How many tabs are open in your browser now?","Скільки вкладок відкрито у твоєму браузері зараз?"
"Rate your cooking skills (1-10)?","Оціни свої кулінарні навички (1-10)?","Rate your dancing skills (1-10)?","Оціни свої танцювальні навички (1-10)?"
"Rate pineapple on pizza (1-10)?","Оціни ананас на піці (1-10)?","Rate your enjoyment of horror movies (1-10)?","Оціни своє задоволення від фільмів жахів (1-10)?"
"Rate your current mood (1-10)?","Оціни свій поточний настрій (1-10)?","Rate your sense of humor (1-10)?","Оціни своє почуття гумору (1-10)?"
"How patient are you (1-10)?","Наскільки ти терплячий(а) (1-10)?","How adventurous are you (1-10)?","Наскільки ти авантюрний(а) (1-10)?"
"Rate your 'morning person' level (1-10)?","Оціни свій рівень 'жайворонка' (1-10)?","Rate your tech savviness (1-10)?","Оціни свою технічну підкованість (1-10)?"
"Ideal age to get married?","Ідеальний вік для одруження?","Ideal age to retire?","Ідеальний вік для виходу на пенсію?"
"At what age did you learn to ride a bike?","У якому віці ти навчився(лась) їздити на велосипеді?","Age of your first kiss?","Вік твого першого поцілунку?"
"What age do you feel right now?","На скільки років ти почуваєшся зараз?","What age do you wish you were?","Скільки років ти хотів(ла) б мати?"
"Perfect age for a puppy (in weeks)?","Ідеальний вік для цуценяти (у тижнях)?","At what age did you get your first pet?","У скільки років у тебе з'явився перший домашній улюбленець?"
"Ideal nap duration (in minutes)?","Ідеальна тривалість денного сну (у хвилинах)?","Average time getting ready (in minutes)?","Середній час на збори (у хвилинах)?"
"Perfect movie length (in hours)?","Ідеальна тривалість фільму (у годинах)?","Longest you've stayed awake (in hours)?","Найдовше, скільки ти не спав(ла) (у годинах)?"
"How many hours did you sleep last night?","Скільки годин ти спав(ла) минулої ночі?","Ideal hours of sleep per night?","Ідеальна кількість годин сну на добу?"
"What hour did you wake up today?","О котрій годині ти прокинувся(лась) сьогодні?","What hour do you usually go to sleep?","О котрій годині ти зазвичай лягаєш спати?"
"How many minutes late are you usually?","На скільки хвилин ти зазвичай запізнюєшся?","How many minutes early for appointments usually?","На скільки хвилин раніше ти зазвичай приходиш на зустрічі?"
"Ideal room temperature (°C)?","Ідеальна кімнатна температура (°C)?","Ideal outdoor temperature for a walk (°C)?","Ідеальна температура для прогулянки надворі (°C)?"
"Perfect number of people at a party?","Ідеальна кількість людей на вечірці?","Maximum guests you'd host comfortably?","Максимум гостей, яких ти комфортно приймеш?"
"Ideal amount (currency units) for a birthday gift?","Ідеальна сума (одиниці валюти) на подарунок на день народження?","Maximum units you'd spend on a concert ticket?","Максимум одиниць, який би ти витратив(ла) на квиток на концерт?"
"How many pillows are on your bed?","Скільки подушок на твоєму ліжку?","Ideal number of vacation days per year?","Ідеальна кількість днів відпустки на рік?"
"Guess: How many items in your fridge now?","Вгадай: Скільки предметів у твоєму холодильнику зараз?","Guess: How many songs on your main playlist?","Вгадай: Скільки пісень у твоєму основному плейлисті?"
"How many hours were you on your phone yesterday?","Скільки годин ти провів(ла) в телефоні вчора?","How many hours did you watch TV yesterday?","Скільки годин ти дивився(лась) телевізор вчора?"
"How many languages do you speak?","Скількома мовами ти говориш?","How many musical instruments can you play?","На скількох музичних інструментах ти вмієш грати?"
"How many tattoos do you have?","Скільки у тебе татуювань?","How many piercings do you have?","Скільки у тебе пірсингів?"
"What is your lucky number?","Яке твоє щасливе число?","What is your favorite athlete's number?","Який номер твого улюбленого спортсмена?"
"How many times did you hit snooze today?","Скільки разів ти натиснув(ла) 'відкласти' сьогодні?","How many times have you checked your phone today?","Скільки разів ти перевіряв(ла) телефон сьогодні?"
"Ideal number of roommates?","Ідеальна кількість сусідів по кімнаті/квартирі?","Number of different places you have lived?","У скількох різних місцях ти жив(ла)?"
"Rate your spice tolerance (1-10)?","Оціни свою толерантність до гострого (1-10)?","Rate your fear of spiders (1-10)?","Оціни свій страх павуків (1-10)?"
"How many cups of coffee per day is too many?","Скільки чашок кави на день - це вже забагато?","Maximum slices of pizza you can eat?","Максимум шматків піци, які ти можеш з'їсти?"
"How many concerts have you attended ever?","Скільки концертів ти відвідав(ла) за все життя?","How many weddings have you attended ever?","На скількох весіллях ти був(ла) за все життя?"
"Perfect length for a weekend trip (in days)?","Ідеальна тривалість поїздки на вихідні (у днях)?","Longest trip you've ever taken (in days)?","Найдовша твоя подорож (у днях)?"
"How many keys are on your keychain?","Скільки ключів на твоїй зв'язці?","How many credit/debit cards do you have?","Скільки у тебе кредитних/дебетових карток?"
"At what age did you get your driver's license?","У скільки років ти отримав(ла) водійські права?","How many speeding tickets have you ever received?","Скільки штрафів за перевищення швидкості ти коли-небудь отримував(ла)?"
"Rate your fear of public speaking (1-10)?","Оціни свій страх публічних виступів (1-10)?","Rate your enjoyment of rollercoasters (1-10)?","Оціни своє задоволення від американських гірок (1-10)?"
"How many hours a week do you exercise?","Скільки годин на тиждень ти займаєшся спортом?","How many steps did you walk yesterday?","Скільки кроків ти пройшов(ла) вчора?"
"Ideal number of dinner guests?","Ідеальна кількість гостей на вечерю?","How many people are in your immediate family?","Скільки людей у твоїй найближчій родині?"
"How many hours until your usual bedtime?","Скільки годин до твого звичайного часу сну?","Approximately how many days until your birthday?","Приблизно скільки днів до твого дня народження?"
"How many online orders did you place last month?","Скільки онлайн-замовлень ти зробив(ла) минулого місяця?","How many books are currently on your nightstand?","Скільки книг зараз лежить на твоїй тумбочці?"
"Perfect number of toppings on a pizza?","Ідеальна кількість топінгів на піці?","How many ingredients are in your favorite cocktail?","Скільки інгредієнтів у твоєму улюбленому коктейлі?"
"What floor do you live on?","На якому поверсі ти живеш?","How many floors in the tallest building you've visited?","Скільки поверхів у найвищій будівлі, де ти був(ла)?"
"How many times have you moved house?","Скільки разів ти переїжджав(ла)?","How many different jobs have you had?","Скільки різних робіт у тебе було?"
"What temperature do you set your AC to (°C)?","На яку температуру ти ставиш кондиціонер (°C)?","Coldest temperature you've ever experienced (°C)?","Найнижча температура, яку ти коли-небудь відчував(ла) (°C)?"
"Rate your general tidiness (1-10)?","Оціни свою загальну охайність (1-10)?","Rate your punctuality (1-10)?","Оціни свою пунктуальність (1-10)?"
"Ideal hours of sleep per night?","Ідеальна кількість годин сну за ніч?","Maximum cups of coffee per day?","Максимальна кількість чашок кави на день?"
"How many pets is too many?","Скільки тварин – це вже забагато?","Minimum age for owning a phone?","Мінімальний вік для володіння телефоном?"
"Acceptable number of unread emails?","Прийнятна кількість непрочитаних листів?","Maximum days without showering?","Максимальна кількість днів без душу?"
"Ideal number of shoes to own?","Ідеальна кількість взуття для володіння?","Perfect age to get married?","Ідеальний вік для одруження?"
"Phone checks per day?","Скільки разів на день ви перевіряєте телефон?","Maximum snooze button presses?","Максимальна кількість натискань кнопки відкладання будильника?"
"Maximum times to rewear socks?","Максимальна кількість разів носіння одних шкарпеток?","Ideal shower duration (minutes)?","Ідеальна тривалість душу (хвилини)?"
"How many exes is too many?","Скільки колишніх – це вже забагато?","Minimum friends for a good party?","Мінімальна кількість друзів для гарної вечірки?"
"Daily step count goal?","Щоденна цільова кількість кроків?","Maximum internet speed needed (Mbps)?","Максимальна необхідна швидкість інтернету (Мбіт/с)?"
"Ideal age gap with a partner?","Ідеальна різниця у віці з партнером?","Maximum time spent on social media (%)?","Максимальний відсоток часу у соцмережах?"
"How many selfies per week?","Скільки селфі робити на тиждень?","Minimum Instagram posts per month?","Мінімальна кількість постів в Instagram на місяць?"
"Maximum years to keep a phone?","Максимальна кількість років використання телефону?","Ideal TikTok videos per day?","Ідеальна кількість тіктоків на день?"
"Books to read annually?","Скільки книжок читати на рік?","Maximum TV episodes in one sitting?","Максимальна кількість серій за один раз?"
"Ideal number of house plants?","Ідеальна кількість рослин у домі?","Maximum rooms in a dream house?","Максимальна кількість кімнат у мрійному домі?"
"Alarms needed to wake up?","Скільки будильників потрібно для пробудження?","Minimum hours of alone time daily?","Мінімальна кількість годин наодинці щодня?"
"Daily screen time limit (hours)?","Ліміт щоденного екранного часу (години)?","Ideal texts from a crush per day?","Ідеальна кількість повідомлень від симпатії на день?"
"Maximum Netflix episodes in row?","Максимальна кількість серій Netflix поспіль?","Minimum laughs required daily?","Мінімальна кількість сміхів на день?"
"Dates before first kiss?","Скільки побачень перед першим поцілунком?","Maximum simultaneous crushes?","Максимальна кількість одночасних симпатій?"
"Ideal age difference with kids?","Ідеальна різниця у віці з дітьми?","Maximum headphone volume level (1-10)?","Максимальний рівень гучності в навушниках (1-10)?"
"Daily water intake (liters)?","Щоденне споживання води (літри)?","Ideal sugar cubes in tea?","Ідеальна кількість цукру в чаї (кубики)?"
"Years needed to achieve dreams?","Скільки років потрібно для досягнення мрій?","Maximum years at one job?","Максимальна кількість років на одній роботі?"
"Maximum phone-free hours?","Максимальна кількість годин без телефону?","Ideal meals per day?","Ідеальна кількість прийомів їжі на день?"
"How many close friends?","Скільки у вас близьких друзів?","Maximum app notifications per hour?","Максимальна кількість сповіщень за годину?"
"Ideal text response time (minutes)?","Ідеальний час відповіді на повідомлення (хвилини)?","Maximum heart emojis per message?","Максимальна кількість емодзі-сердечок у повідомленні?"
"Languages to learn in lifetime?","Скільки мов вивчити за життя?","Minimum diary entries per week?","Мінімальна кількість записів у щоденнику на тиждень?"
"Maximum social media-free days?","Максимальна кількість днів без соцмереж?","Ideal years spent in education?","Ідеальна кількість років на освіту?"
"Vacations per year?","Скільки відпусток на рік?","Maximum cities to visit in one trip?","Максимальна кількість міст у одній подорожі?"
"Hobbies before it's too many?","Скільки хобі – це вже забагато?","Minimum tools for a hobby?","Мінімальна кількість інструментів для хобі?"
"Daily coffee allowance?","Денний ліміт кави?","Ideal candies per day?","Ідеальна кількість цукерок на день?"
"Maximum gaming hours daily?","Максимальна кількість годин гри на день?","Minimum daily steps for health?","Мінімальна кількість кроків для здоров'я?"
"Years to retire early?","Скільки років до раннього виходу на пенсію?","Ideal bank account balance?","Ідеальна сума на банківському рахунку?"
"Tattoos considered perfect?","Ідеальна кількість татуювань?","Maximum piercings acceptable?","Максимальна прийнятна кількість пірсингів?"
"Times to initiate texting?","Скільки разів починати листування?","Minimum emojis per message?","Мінімальна кількість емодзі у повідомленні?"
"Maximum road trip hours?","Максимальна тривалість автоподорожі (години)?","Ideal rest stops per journey?","Ідеальна кількість зупинок у дорозі?"
"Pairs of jeans owned?","Скільки пар джинсів у вас є?","Maximum t-shirts acceptable?","Максимальна прийнятна кількість футболок?"
"Ideal age to start a family?","Ідеальний вік для створення сім'ї?","Maximum career change age?","Максимальний вік для зміни кар'єри?"
"Daily work hours limit?","Ліміт щоденних робочих годин?","Minimum work breaks needed?","Мінімальна кількість перерв на роботі?"
"Days to eat leftovers?","Скільки днів можна їсти залишки?","Ideal dishes per meal?","Ідеальна кількість страв за прийом їжі?"
"Failures before quitting?","Скільки невдач перед здачею?","Maximum attempts allowed?","Максимальна кількість дозволених спроб?"
"Social media posts per week?","Скільки постів у соцмережах на тиждень?","Maximum hashtags per post?","Максимальна кількість хештегів у пості?"
"Years to live abroad?","Скільки років жити за кордоном?","Minimum languages for travel?","Мінімальна кількість мов для подорожей?"
"Hours without eating?","Скільки годин без їжі?","Ideal snacks per day?","Ідеальна кількість перекусів на день?"
"Apologies per day?","Скільки вибачень на день?","Maximum lifetime apologies?","Максимальна кількість вибачень за життя?"
"Weekly gym visits ideal?","Ідеальна кількість відвідувань спортзалу на тиждень?","Maximum exercises per session?","Максимальна кількість вправ за тренування?"
"Years to master a skill?","Скільки років для оволодіння навичкою?","Minimum lessons needed?","Мінімальна кількість необхідних уроків?"
"Browser tabs open?","Скільки вкладок у браузері?","Ideal bookmarks saved?","Ідеальна кількість збережених закладок?"
"Mirror checks per hour?","Скільки разів на годину дивитися у дзеркало?","Maximum selfies per hour?","Максимальна кількість селфі на годину?"
"Ideal age to buy a house?","Ідеальний вік для купівлі будинку?","Maximum learning age?","Максимальний вік для навчання?"
"Binge-watching session hours?","Скільки годин маратону серіалів?","Minimum episodes for satisfaction?","Мінімальна кількість серій для задоволення?"
"Months to keep a secret?","Скільки місяців зберігати таємницю?","Ideal secrets to know?","Ідеальна кількість відомих таємниць?"
"Partner age difference limit?","Максимальна різниця у віці з партнером?","Maximum friend age gap?","Максимальна різниця у віці з друзями?"
Your favorite ice cream flavor?,Улюблений смак морозива?,Ice cream flavor you'd never try?,"Смак, який ти ніколи не спробуєш?"
A book everyone should read?,"Книга, яку всі мають прочитати?",A book you regret reading?,"Книга, про яку шкодуєш, що прочитав?"
Your most used curse word?,Найчастіше вживане лайливе слово?,A word you never say?,"Слово, яке ти ніколи не кажеш?"
Number of times you've moved?,Скільки разів ти переїжджав?,Number of homes you’ve lived in?,У скількох домівках ти жив?
Something you always carry?,Що ти завжди носиш із собою?,Something you'd never carry?,Що ти ніколи не носив би з собою?
The first thing you do in the morning?,Що ти робиш першим зранку?,The last thing before bed?,Що ти робиш перед сном?
Favorite way to relax?,Улюблений спосіб відпочити?,Activity you find stressful?,"Заняття, яке тебе напружує?"
Your dream job as a kid?,Професія мрії в дитинстві?,Job you'd never do as a kid?,"Професія, яку б ти не хотів у дитинстві?"
A song you secretly love?,"Пісня, яку ти таємно любиш?",Song that drives you crazy?,"Пісня, яка тебе дратує?"
Best place to take a nap?,Найкраще місце для сну?,Worst place to fall asleep?,Найгірше місце для засинання?
Your favorite toy as a kid?,Улюблена іграшка в дитинстві?,Toy you never liked?,"Іграшка, яка тобі не подобалась?"
Number of shoes you own?,Скільки пар взуття в тебе є?,Number of shoes you actually wear?,Скільки пар ти реально носиш?
Favorite holiday tradition?,Улюблена святкова традиція?,Tradition you would skip?,"Традиція, яку б ти пропустив?"
Favorite mode of transport?,Улюблений спосіб пересування?,Transport you try to avoid?,"Транспорт, якого ти уникаєш?"
A language you want to learn?,"Мова, яку ти хочеш вивчити?",Language that sounds weird to you?,"Мова, яка звучить дивно?"
Best thing to eat for breakfast?,"Найкраще, що можна з’їсти на сніданок?",Worst breakfast food?,Найгірша їжа на сніданок?
Best number of vacation days?,Ідеальна кількість днів відпустки?,Fewest days you'd accept?,"Найменша кількість днів, яку б ти прийняв?"
Something you love to collect?,Що ти любиш колекціонувати?,Something you'd never collect?,Що б ти ніколи не колекціонував?
Your dream house location?,Місце для будинку твоєї мрії?,Worst place to live?,Найгірше місце для життя?
Best kind of weather?,Найкраща погода?,Weather that ruins your day?,"Погода, яка псує твій день?"
Favorite type of movie?,Улюблений жанр фільмів?,Movie genre you hate?,"Жанр фільмів, який ти ненавидиш?"
A number that feels lucky?,Щасливе число?,A number that feels cursed?,Прокляте число?
Your favorite relative?,Твій улюблений родич?,Relative who annoys you?,"Родич, який тебе дратує?"
Game you always win?,"Гра, у якій ти завжди перемагаєш?",Game you always lose?,"Гра, у якій ти завжди програєш?"
A habit you’re proud of?,"Звичка, якою ти пишаєшся?",Habit you wish to break?,"Звичка, яку ти хочеш позбутись?"
Favorite childhood memory?,Улюблений спогад з дитинства?,Memory you try to forget?,"Спогад, який ти хочеш забути?"
Your ideal number of pets?,Ідеальна кількість домашніх улюбленців?,Too many pets would be?,Занадто багато тварин — це?
Time of day you love?,"Час доби, який ти любиш?",Time you hate waking up?,"Час доби, коли ти ненавидиш прокидатися?"
A meal you can cook well?,"Страва, яку ти добре готуєш?",Dish you always mess up?,"Страва, яка в тебе не виходить?"
Most fun number of roommates?,Найкраща кількість сусідів по кімнаті?,Too many roommates would be?,Занадто багато сусідів — це?
Your favorite shirt color?,Улюблений колір сорочки?,Color you’d never wear?,"Колір, який ти ніколи не вдягнеш?"
The best month of the year?,Найкращий місяць року?,Worst month of the year?,Найгірший місяць року?
An item you overuse?,"Річ, яку ти надмірно використовуєш?",Item you never touch?,"Річ, яку ти ніколи не використовуєш?"
A gift you want to receive?,"Подарунок, який ти хочеш отримати?",Gift you never want?,"Подарунок, який ти не хочеш отримати?"
An animal you find cute?,"Тварина, яку ти вважаєш милою?",Animal that freaks you out?,"Тварина, яка тебе лякає?"
A food that's always worth the calories?,"Їжа, яка завжди варта калорій?",Food not worth the calories?,"Їжа, яка не варта калорій?"
Number of pillows you use?,Скільки подушок ти використовуєш?,Too many pillows would be?,Занадто багато подушок — це?
Best excuse to skip work?,"Найкраще виправдання, щоб не йти на роботу?",Worst excuse you’ve heard?,"Найгірше виправдання, яке ти чув?"
A sound that relaxes you?,"Звук, що тебе розслабляє?",Sound that stresses you out?,"Звук, що тебе дратує?"
Number of times you hit snooze?,Скільки разів ти тиснеш «відкласти»?,Acceptable number of snoozes?,Допустима кількість «відкладань»?
Your favorite lie to tell?,"Улюблена брехня, яку ти кажеш?",Lie that never works?,"Брехня, яка ніколи не працює?"
A compliment you love?,"Комплімент, який тобі подобається?",Compliment that feels fake?,"Комплімент, що здається фальшивим?"
Favorite smell in a house?,Улюблений запах у домі?,Worst house smell?,Найгірший запах у домі?
A goal you've reached?,"Ціль, якої ти досяг?",Goal you’ve abandoned?,"Ціль, яку ти покинув?"
The best thing to buy used?,Найкраща річ для покупки б/в?,Thing you always buy new?,"Річ, яку ти завжди купуєш новою?"
Your ideal weekend plan?,Ідеальні плани на вихідні?,Weekend plan you'd cancel?,"Плани на вихідні, які б ти скасував?"
"Most embarrassing autocorrect fail?","Найбільш незручний автовиправлений текст?","Funniest misheard song lyric?","Найкумедніше неправильно почутий рядок пісні?"
"Weirdest thing currently in your bag/pockets?","Найдивніша річ зараз у твоїй сумці/кишенях?","Item you absolutely refuse to throw away?","Предмет, який ти категорично відмовляєшся викидати?"
"Silliest reason you've ever cried?","Найбезглуздіша причина, з якої ти коли-небудь плакав(ла)?","Thing you laughed at completely inappropriately?","Ситуація, коли ти абсолютно недоречно сміявся(лась)?"
"Most useless talent you possess?","Найбільш непотрібний талант, який ти маєш?","Skill you often pretend to have?","Навичка, яку ти часто вдаєш, що маєш?"
"Nickname you secretly quite like?","Прізвисько, яке тобі таємно досить подобається?","Nickname you absolutely hated growing up?","Прізвисько, яке ти абсолютно ненавидів(ла) в дитинстві?"
"Your standard go-to excuse for being late?","Твоя стандартна відмазка для запізнення?","Lamest excuse you've ever actually used?","Найбезглуздіша відмазка, яку ти колись реально використовував(ла)?"
"Worst fashion choice from your past?","Найгірший модний вибір з твого минулого?","Fashion trend you secretly wish would return?","Модний тренд, повернення якого ти таємно бажаєш?"
"Weird food combination you genuinely enjoy?","Дивне поєднання їжі, яке тобі щиро подобається?","Song you primarily listen to ironically?","Пісня, яку ти слухаєш переважно іронічно?"
"Strangest place you have ever fallen asleep?","Найдивніше місце, де ти коли-небудь засинав(ла)?","Your ideal (but weird) place for a nap?","Твоє ідеальне (але дивне) місце для денного сну?"
"Which inanimate object do you talk to most often?","До якого неживого об'єкта ти говориш найчастіше?","Your pet's most surprisingly human-like trait?","Найбільш дивовижно людська риса твого домашнього улюбленця?"
"Weirdest thing you actively collect (or collected)?","Найдивніша річ, яку ти активно колекціонуєш (або колекціонував(ла))?","Everyday item you have way too many of?","Побутовий предмет, якого у тебе занадто багато?"
"Your ultimate 'guilty pleasure' TV show?","Твій найбільший 'гріховний' телесеріал?","Show you publicly mock but secretly watch?","Серіал, який ти публічно висміюєш, але таємно дивишся?"
"Which cartoon character would make the best president?","Який мультперсонаж став би найкращим президентом?","Which celebrity would best survive a zombie apocalypse?","Яка знаменитість найкраще переживе зомбі-апокаліпсис?"
"If animals could talk, which species would be rudest?","Якби тварини могли говорити, який вид був би найгрубішим?","Which animal species would give the best life advice?","Який вид тварин давав би найкращу життєву пораду?"
"Fight: one horse-sized duck or 100 duck-sized horses?","Бій: одна качка розміром з коня чи 100 коней розміром з качку?","Better superpower: perfect parking spot always, or free Wi-Fi anywhere?","Яка суперсила краща: завжди ідеальне місце для паркування чи безкоштовний Wi-Fi будь-де?"
"Most mundane everyday task you'd use magic for?","Найбільш буденне щоденне завдання, для якого ти б використав(ла) магію?","Worst household chore to do *with* superpowers?","Найгірша хатня робота, яку довелося б робити *з* суперсилами?"
"Stranded on a desert island: worst fictional character companion?","Застряг(ла) на безлюдному острові: найгірший вигаданий персонаж-компаньйон?","Which fictional character would you actually want as a roommate?","Якого вигаданого персонажа ти справді хотів(ла) би мати сусідом?"
"What is your most irrational fear?","Який твій найбільш ірраціональний страх?","What is the most annoying sound in the entire world?","Який найбільш дратівливий звук у цілому світі?"
"What type of person do you actively avoid at parties?","Якого типу людей ти активно уникаєш на вечірках?","Which social media trend completely baffles you?","Який тренд у соцмережах тебе абсолютно спантеличує?"
"What food texture do you absolutely despise?","Яку текстуру їжі ти абсолютно зневажаєш?","What clothing material makes your skin crawl?","Який матеріал одягу викликає у тебе мурашки по шкірі?"
"Funniest thing you firmly believed as a child?","Найкумедніша річ, у яку ти твердо вірив(ла) в дитинстві?","Most ridiculous childhood ambition you remember having?","Найбезглуздіша дитяча амбіція, яку ти пам'ятаєш?"
"Toy you desperately wanted as a kid but never got?","Іграшка, яку ти відчайдушно хотів(ла) в дитинстві, але так і не отримав(ла)?","Lamest toy you secretly absolutely loved as a kid?","Найбезглуздіша іграшка, яку ти таємно обожнював(ла) у дитинстві?"
"Your most cringeworthy old screen name or email address?","Твій найкрінжовіший старий нікнейм або адреса електронної пошти?","Who was your very first celebrity crush?","Хто був твоєю найпершою закоханістю у знаменитість?"
"What object do you constantly misplace or lose?","Який предмет ти постійно кладеш не туди або губиш?","What do you hoard completely unnecessarily?","Що ти накопичуєш абсолютно без потреби?"
"What is the most overrated 'adulting' task?","Яке найбільш переоцінене 'доросле' завдання?","What is the most underrated simple pleasure in life?","Яке найбільш недооцінене просте задоволення в житті?"
"Worst piece of advice you have ever received?","Найгірша порада, яку ти коли-небудь отримував(ла)?","Best piece of absolutely terrible advice you've heard?","Найкраща з абсолютно жахливих порад, які ти чув(ла)?"
"Name a movie sequel that absolutely should not exist.","Назви сиквел фільму, який абсолютно не мав існувати.","Name a book that desperately needs a movie adaptation.","Назви книгу, яка відчайдушно потребує екранізації."
"What simple task are you hilariously bad at doing?","Яке просте завдання ти виконуєш кумедно погано?","What unexpected skill are you surprisingly good at?","Якою несподіваною навичкою ти напрочуд добре володієш?"
"Which song instantly ruins your mood?","Яка пісня миттєво псує твій настрій?","Which song title perfectly describes your current life phase?","Яка назва пісні ідеально описує твій поточний життєвий етап?"
"What common phrase or saying really annoys you?","Яка поширена фраза чи вислів тебе справді дратує?","What popular slang word do you absolutely refuse to use?","Яке популярне сленгове слово ти категорично відмовляєшся використовувати?"
"If your pet hosted a party, what kind would it be?","Якби твій улюбленець влаштовував вечірку, яку саме?","If your pet had a catchphrase, what would it be?","Якби у твого улюбленця була коронна фраза, якою б вона була?"
"What is your go-to 'panic' meal to cook?","Яка твоя 'панічна' страва для швидкого готування?","Weirdest thing you have ever eaten just to be polite?","Найдивніша річ, яку ти коли-небудь їв(ла) просто з ввічливості?"
"Most embarrassing thing your parents still say or do?","Найбільш незручна річ, яку твої батьки все ще говорять або роблять?","Funniest family inside joke (that's briefly explainable)?","Найкумедніший сімейний жарт (який можна коротко пояснити)?"
"What common movie trope annoys you the most?","Який поширений кіношний штамп дратує тебе найбільше?","What specific movie scene always makes you laugh out loud?","Яка конкретна сцена з фільму завжди змушує тебе голосно сміятися?"
"If you came with a warning label, what would it say?","Якби ти йшов(ла) з попереджувальною етикеткою, що б на ній було написано?","What is your personal 'low battery' warning sign?","Який твій особистий попереджувальний знак 'низького заряду батареї'?"
"Thing you learned embarrassingly late in life?","Річ, про яку ти дізнався(лась) ганебно пізно в житті?","Piece of common knowledge that still surprises you?","Частина загальновідомих знань, яка все ще тебе дивує?"
"What popular activity looks fun but is actually terrible?","Яке популярне заняття виглядає веселим, але насправді жахливе?","What generally disliked activity do you secretly enjoy?","Яке загалом нелюбиме заняття тобі таємно подобається?"
"What is your most frequent 'oops' or minor accident?","Який твій найчастіший 'ой' або дрібний інцидент?","What is your signature clumsy move?","Який твій фірмовий незграбний рух?"
"Most ridiculous impulse purchase you've ever made?","Найбезглуздіша імпульсивна покупка, яку ти коли-небудь робив(ла)?","Item you bought entirely because of an influencer/ad?","Предмет, який ти купив(ла) виключно через інфлюенсера/рекламу?"
"If your life was a reality TV show, what's the title?","Якби твоє життя було реаліті-шоу, яка була б його назва?","Which actor (realistically) would play you in a movie?","Який актор (реалістично) зіграв би тебе у фільмі?"
"Weirdest compliment you have ever received?","Найдивніший комплімент, який ти коли-небудь отримував(ла)?","Funniest (but harmless) insult you've ever heard?","Найкумедніша (але нешкідлива) образа, яку ти коли-небудь чув(ла)?"
"What surface in your house is always mysteriously sticky?","Яка поверхня у твоєму домі завжди таємничим чином липка?","What normal house sound sometimes creeps you out?","Який звичайний домашній звук іноді тебе лякає?"
"What is the most overrated holiday tradition?","Яка найбільш переоцінена святкова традиція?","Which popular holiday food do you secretly dislike?","Яка популярна святкова страва тобі таємно не подобається?"
